set NU :=  NU01 NU02 NU03 NU04 NU05 NU06 NU07 NU08;
set RM :=  RM01 RM02 RM03 RM04 RM05 RM06 RM07 RM08 RM09 RM10 RM11 RM12 RM13 RM14 RM15 RM16;
set MI :=  MI01 MI02 MI03 MI04 MI05 MI06;
set DE :=  DE01 DE02 DE03 DE04 DE05 DE06 DE07 DE08 DE09 DE10 DE11 DE12 DE13 DE14 DE15 DE16 DE17 DE18 DE19 DE20 DE21 DE22 DE23 DE24 DE25;

param nuinrm(tr): RM01 RM02 RM03 RM04 RM05 RM06 RM07 RM08 RM09 RM10 RM11 RM12 RM13 RM14 RM15 RM16 :=
NU01      10.500     7.700    17.100     8.900    15.000     3.300    18.200    15.700    33.700    48.100     0.000     0.000     0.000     5.000     6.500     0.000
NU02       1.790     3.090     4.080     1.200     0.900     0.500     4.000     3.500     2.500     1.300     0.000    94.990    90.990     0.100     0.000     0.000
NU03       5.500     1.990    12.000     2.500     0.300    43.000     6.590     8.990    12.500     3.390     0.000     0.000     0.000     0.000     0.000     0.000
NU04       0.060     0.040     1.390     0.080     0.070     0.100     0.070     0.120     0.700     0.400    38.990     0.000     0.000     0.700     0.110     0.000
NU05       0.300     0.260     0.730     0.260     0.330     0.050     0.670     1.000     1.150     0.650     0.000     0.000     0.000     0.080     0.450     0.000
NU06      76.430    79.560    70.750    82.660    80.450    14.990    76.080    70.510    65.210    78.690     0.000   200.000   210.000    65.190    42.640     0.000
NU07       0.150     0.130     0.250     0.140     0.230     0.090     0.230     0.250     1.090     0.430     0.000     0.000     0.000     0.400     0.590    21.990
NU08       0.120     0.110     0.400     0.200     0.290     0.050     0.290     0.400     0.530     0.270     0.900     0.000     0.000     0.300     0.660    10.990
;

param specs_ub: NU01 NU02 NU03 NU04 NU05 NU06 NU07 NU08 :=
DE01    15.070     3.278    13.310     0.770     0.880    69.300     0.253     0.396  
DE02    17.270     3.388    12.870     0.770     0.990    70.290     0.330     0.429  
DE03    19.470     3.421    11.330     0.990     0.990    72.600     0.385     0.440  
DE04    21.670     3.234    11.220     1.100     0.880    72.600     0.396     0.429  
DE05    16.830     4.994     9.680     0.660     0.990    78.100     0.264     0.429  
DE06    17.820     4.499     9.460     0.770     0.880    78.100     0.319     0.396  
DE07    17.820     4.664     9.240     0.660     0.990    78.100     0.275     0.429  
DE08    20.020     4.312     8.690     0.880     0.880    78.100     0.374     0.407  
DE09    19.800     3.256     7.700     0.880     0.770    78.100     0.352     0.374  
DE10    19.580     4.477     8.800     0.880     0.880    78.100     0.286     0.418  
DE11    22.110     4.378     8.690     0.990     0.880    78.540     0.308     0.418  
DE12    22.000     3.124     6.930     0.990     0.770    79.200     0.308     0.363  
DE13    22.110     4.411     8.690     0.990     0.880    78.650     0.308     0.418  
DE14    23.980     4.202     8.250     1.100     0.880    78.760     0.319     0.407  
DE15    26.180     4.158     8.690     1.100     0.880    78.320     0.407     0.429  
DE16    17.600     5.764     6.270     1.100     0.660    82.500     0.242     0.385  
DE17    17.600     5.731     7.700     0.770     0.770    82.500     0.264     0.374  
DE18    19.800     5.995     6.380     1.100     0.660    82.500     0.242     0.330  
DE19    19.800     5.852     7.480     1.100     0.770    82.500     0.275     0.385  
DE20    19.580     5.808     6.930     1.100     0.770    82.500     0.275     0.341  
DE21    22.000     5.489     6.600     1.100     0.660    82.500     0.308     0.352  
DE22    22.000     5.808     7.480     1.100     0.770    82.500     0.308     0.385  
DE23    24.200     5.555     6.710     1.320     0.770    82.500     0.308     0.374  
DE24    26.400     5.808     7.150     1.430     0.770    82.500     0.319     0.374  
DE25    26.070     5.797     7.150     1.320     0.770    82.500     0.319     0.363  
;

param specs_lb: NU01 NU02 NU03 NU04 NU05 NU06 NU07 NU08 :=
DE01    12.330     2.682    10.890     0.630     0.720    56.700     0.207     0.324  
DE02    14.130     2.772    10.530     0.630     0.810    57.510     0.270     0.351  
DE03    15.930     2.799     9.270     0.810     0.810    59.400     0.315     0.360  
DE04    17.730     2.646     9.180     0.900     0.720    59.400     0.324     0.351  
DE05    13.770     4.086     7.920     0.540     0.810    63.900     0.216     0.351  
DE06    14.580     3.681     7.740     0.630     0.720    63.900     0.261     0.324  
DE07    14.580     3.816     7.560     0.540     0.810    63.900     0.225     0.351  
DE08    16.380     3.528     7.110     0.720     0.720    63.900     0.306     0.333  
DE09    16.200     2.664     6.300     0.720     0.630    63.900     0.288     0.306  
DE10    16.020     3.663     7.200     0.720     0.720    63.900     0.234     0.342  
DE11    18.090     3.582     7.110     0.810     0.720    64.260     0.252     0.342  
DE12    18.000     2.556     5.670     0.810     0.630    64.800     0.252     0.297  
DE13    18.090     3.609     7.110     0.810     0.720    64.350     0.252     0.342  
DE14    19.620     3.438     6.750     0.900     0.720    64.440     0.261     0.333  
DE15    21.420     3.402     7.110     0.900     0.720    64.080     0.333     0.351  
DE16    14.400     4.716     5.130     0.900     0.540    67.500     0.198     0.315  
DE17    14.400     4.689     6.300     0.630     0.630    67.500     0.216     0.306  
DE18    16.200     4.905     5.220     0.900     0.540    67.500     0.198     0.270  
DE19    16.200     4.788     6.120     0.900     0.630    67.500     0.225     0.315  
DE20    16.020     4.752     5.670     0.900     0.630    67.500     0.225     0.279  
DE21    18.000     4.491     5.400     0.900     0.540    67.500     0.252     0.288  
DE22    18.000     4.752     6.120     0.900     0.630    67.500     0.252     0.315  
DE23    19.800     4.545     5.490     1.080     0.630    67.500     0.252     0.306  
DE24    21.600     4.752     5.850     1.170     0.630    67.500     0.261     0.306  
DE25    21.330     4.743     5.850     1.080     0.630    67.500     0.261     0.297  
;

param: tons :=
DE01     5.000
DE02    10.000
DE03    15.000
DE04    20.000
DE05    30.000
DE06    50.000
DE07    25.000
DE08    30.000
DE09    15.000
DE10    10.000
DE11     0.000
DE12    10.000
DE13    27.000
DE14    18.000
DE15     0.000
DE16     0.000
DE17    11.000
DE18    24.000
DE19    33.000
DE20    15.000
DE21     0.000
DE22    20.000
DE23     0.000
DE24    10.000
DE25    22.000
;

param: RMcost :=
RM01     0.819
RM02     0.955
RM03     0.930
RM04     0.980
RM05     1.070
RM06     0.560
RM07     0.970
RM08     0.610
RM09     1.350
RM10     1.945
RM11     0.170
RM12     2.985
RM13     2.985
RM14     1.020
RM15     0.500
RM16     1.650
;

param: RMcostStr :=
RM01     1.638
RM02     1.909
RM03     1.860
RM04     1.960
RM05     2.140
RM06     1.120
RM07     1.940
RM08     1.220
RM09     2.700
RM10     3.890
RM11     0.340
RM12     5.970
RM13     5.970
RM14     2.040
RM15     1.000
RM16     3.300
;

param rmmi_lb: RM01 RM02 RM03 RM04 RM05 RM06 RM07 RM08 RM09 RM10 RM11 RM12 RM13 RM14 RM15 RM16 :=
MI01     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
MI02     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
MI03     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
MI04     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
MI05     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
MI06     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
;

param rmmi_ub: RM01 RM02 RM03 RM04 RM05 RM06 RM07 RM08 RM09 RM10 RM11 RM12 RM13 RM14 RM15 RM16 :=
MI01     1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000 
MI02     1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000 
MI03     1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000 
MI04     1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000 
MI05     1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000 
MI06     1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000    1.000 
;

param rmsde_lb: RM01 RM02 RM03 RM04 RM05 RM06 RM07 RM08 RM09 RM10 RM11 RM12 RM13 RM14 RM15 RM16 :=
DE01     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE02     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE03     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE04     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE05     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE06     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE07     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE08     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE09     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE10     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE11     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE12     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE13     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE14     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE15     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE16     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE17     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
DE18     0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000 
